,sentence,tags
160,"If your age is 18 years, usage of our website is allowed, otherwise a permission of your parents is necessary before using our website.",O O B-BAS O O O O B-DER I-DER I-DER I-DER O O O O O B-DER I-DER I-DER I-DER O O O O O O O 
161,"If your degree of sleep deprivation is high, your mood can be emotional and quick-tempered.",O O B-BAS I-BAS I-BAS I-BAS O O O O B-DER O O O O O O 
162,"If your application is incomplete, your application process will be delayed.",O O B-BAS O O O O B-DER I-DER O O O O 
163,If your breast cancer stage is 5 the risk of cancer that has spread to other areas of the body is high.,O O B-BAS I-BAS I-BAS O O O B-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER O O O 
164,"At last, whenever the day is Friday, and it is sunny, ham sandwiches need to be made. ",O O O O O O O B-BAS O O O O B-BAS O O B-DER O O O O O 
165,While your stress is above average your ability to fall asleep and stay asleep is low.,O O B-BAS O O O O B-DER I-DER I-DER I-DER I-DER I-DER I-DER O O O 
166,"If the outcome of your test is negative, but symptoms of covid-19 are present the likelihood of infection is high.",O O B-BAS I-BAS I-BAS I-BAS O O O O B-BAS I-BAS I-BAS O O O B-DER I-DER I-DER O O O 
167,"For women between 40 and 50 years old, the chance of a menopauze is high.",O B-BAS O O O O B-BAS I-BAS O O B-DER I-DER I-DER I-DER O O O 
168,"The only case where the price charged for a bug is more than 0, is when the customer phase is maintenance.",O O O O O B-DER I-DER I-DER I-DER I-DER O O O O O O O O B-BAS I-BAS O O O 
169,"If your credit score is high, your mortgage interest rate is lower, except if your credit score looks bad.",O O B-BAS I-BAS O O O O B-DER I-DER I-DER O O O O O O B-BAS I-BAS O O O 
170,Velocity is measured by distance / time.,B-DER O O O B-BAS O B-BAS O 
171,"If your disease is different from Lou Gehrig's disease, your period of Medicare benefits begins after 24 months, otherwise your period of Medicare benefits begins in the first month.",O O B-BAS O O O O O O O O O B-DER I-DER I-DER I-DER O O O O O O O B-DER I-DER I-DER I-DER O O O O O O 
172,The area of a circle is pi multiplied by the radius squared.,O B-DER I-DER I-DER I-DER O O O O O B-BAS O O 
173,"If the amount of loan is below the amount required to perform the intended purpose, the loan's risk of default is high.",O O B-BAS I-BAS I-BAS O O O O O O O O O O O O B-DER I-DER I-DER I-DER I-DER O O O 
174,"Unless your age is 18, the permission to use our website is granted, else the permission to use our website is stalled until the approval of your parents.",O O B-BAS O O O O B-DER I-DER I-DER I-DER I-DER O O O O O B-DER I-DER I-DER I-DER I-DER O O O O O O O O O 
175,"If the number of people you live with is 0, your status will be regarded as single and your integration income will be € 940.11 per month.",O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O O O O B-DER O O O O O O O B-DER I-DER O O O O O O O 
176,The rent is high if the risk rating is high. ,O B-DER O O O O B-BAS I-BAS O O O 
177,"For a 50-year-old person, the estimated maximum age-related heart rate would be calculated as 220 – 50 years = 170 beats per minute (bpm).",O O O O O O B-DER I-DER I-DER I-DER I-DER O O O O O O O B-BAS O O O O O O O O O 
178,If your breast cancer stage is 0 the chance that the cancer is noninvasive or contained within the milk ducts is high.,O O B-BAS I-BAS I-BAS O O O B-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER O O O 
179,"Your concentration, creativity, and problem-solving skills aren’t up to par when your rest level is insufficient.",O B-DER O B-DER O O B-DER I-DER O O O O O O O O B-BAS I-BAS O O O 
180,"When the order exceeds 200 units and the customer is a business, a discount of 10% applies.",O O B-BAS O O O O O B-BAS O O O O O B-DER O O O O O 
181,"If the size of the business is small and the growth phase of the business is early, the level of working capital is higher relative to that required by a small business intending to stay small.",O O B-BAS I-BAS I-BAS I-BAS O O O O B-BAS I-BAS I-BAS I-BAS I-BAS O O O O B-DER I-DER I-DER I-DER O O O O O O O O O O O O O O O 
182,"When your gender is female and you had a breast canser surgery, an additional treatment after surgery, such as chemotherapy, hormone therapy or radiation may be the best option.",O O B-BAS O O O O O O O O B-BAS O O B-DER I-DER I-DER I-DER O O O O O O O O O O O O O O O 
183,A loyal customer is defined as such if his AnnualSales is high and his Customeryears is more than 5. ,O O B-DER O O O O O O B-BAS O O O O B-BAS O O O O O 
184,"Your target heart rate should be between 64% and 76% of your maximum heart rate, except for people that are 50 years old.",O B-DER I-DER I-DER O O O O O O O O O O O O O O O O B-BAS O O O B-BAS I-BAS O 
185,"Unless your goal is to gain muscle, the recommended caloric intake should be no more than 1900, else your caloric intake should be in around 2100 kcal.",O O B-BAS O O O O O O O B-DER I-DER O O O O O O O O O B-DER I-DER O O O O O O O 
186,The multiplier should be 0.5g/lb (if your diet is low fat) or 0.3g/lb (if your diet is high carb).,O B-DER O O O O O O B-BAS O O O O O O O O O B-BAS O O O O O 
187,"On the flip side, when the number of sellers is high, the price of the stock will be driven down.",O O O O O O O B-BAS I-BAS I-BAS O O O O B-DER I-DER I-DER I-DER O O O O O 
188,An employee bonus is granted when the sales quota are reached.,O B-DER I-DER O O O O B-BAS I-BAS O O O 
189,"If the day is a holiday, then the customer price should be 30 euro per person.",O O B-BAS O O O O O O B-DER I-DER O O O O O O O 
190,"If your level of impulsiveness is rather high, the amount of accidents and injuries you've experienced may be higher than others.",O O O O B-BAS O O O O O B-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER O O O O O O 
191,"On the other hand, if the day of the week is Monday and the weather appears to be sunny, then cheese sandwiches need to be made.",O O O O O O O B-BAS I-BAS I-BAS I-BAS O O O O B-BAS O O O O O O O B-DER O O O O O 
192,A premium client is defines as a client with a revenue above 10k. ,O B-DER I-DER O O O O O O O B-BAS O O O 
193,"If your number of exposures to COVID-19 is higher than 5 or if your covid-19 test turns out positive, the chance that someone from the health department will call you is high.",O O B-BAS I-BAS I-BAS I-BAS I-BAS O O O O O O O B-BAS I-BAS O O O O O B-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER O O O 
194,"If the change in your nipple is noticible, the chance of having breast cancer is not 0.",O O B-BAS I-BAS I-BAS I-BAS O O O O B-DER I-DER I-DER I-DER I-DER O O O O 
195,If your employment status is self-employed the amount of the benefit is a flat-rate weekly amount.,O O B-BAS I-BAS O O O B-DER I-DER I-DER I-DER O O B-BAS I-BAS I-BAS O 
196,A low applicant risk rating follows from a good financial situation. ,O O B-DER I-DER I-DER O O O O B-BAS I-BAS O 
197,"If your goal is to lose fat, your caloric intake should be in a deficit, otherwise your caloric intake should be in a balance.",O O B-BAS O O O O O O B-DER I-DER O O O O O O O O B-DER I-DER O O O O O O 
198,"If the employee has an anciennity of at least 1 year and an absence for less than 2 weeks during the year, the employee gets  a presence premium. ",O O O O O B-BAS O O O O O O O B-BAS O O O O O O O O O O O O O O B-DER O 
199,"From the 31st day, the basic benefit is equivalent to the amount of your unemployment benefit + an additional allowance of 15% of gross capped salary at € 110.23.",O O O O O O B-DER I-DER O O O O B-BAS I-BAS I-BAS I-BAS I-BAS O O B-BAS I-BAS O O O O B-BAS I-BAS I-BAS O O O O 
200,"For physical activity of vigorous intensity, your target heart rate should be between 77% and 93% of your maximum heart rate, except if your age is 15 years or younger.",O B-BAS I-BAS O O O O O B-DER I-DER I-DER O O O O O O O O O O O O O O O O O B-BAS O O O O O O 
201,An employee may have 5 extra days of vacation if he did not accept his bonus.,O O O O O O B-DER I-DER I-DER O O O O B-BAS I-BAS I-BAS O 
202,"When your number of exposures to a person with COVID-19 is higher than 1,  your eligibility for travel is not approved, else your eligibility for travel is approved.",O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O O O O O O B-DER I-DER I-DER O O O O O O B-DER I-DER I-DER O O O 
203,"If the person's age is between 10 and 20 years old, a permission to the park is granted, otherwise not.",O O B-DER I-DER I-DER O O O O O O O O O B-DER I-DER I-DER I-DER O O O O O O 
204,"If the number of people you live with is 0 and the number of childs who are in your minor care is at least 1, your status will be deemed as having a dependent family and your integration income will be € 1,270.51 per month.",O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O O O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O O O O O O B-DER O O O O O O O O O O B-DER I-DER O O O O O O O 
205,"In case that the customer phase is in the maintenance phase, the price charged should be 50 euros.",O O O O B-BAS I-BAS O O O O O O O B-DER I-DER O O O O O 
206,"However, if the enrollement in a Belgian University is not confirmed, but an exchange with a partner university exists, then the right of a permit is granted.",O O O O B-BAS I-BAS I-BAS I-BAS I-BAS O O O O O O B-BAS I-BAS I-BAS I-BAS I-BAS O O O O B-DER I-DER I-DER I-DER O O O 
207,"If your goal is to grow muscle your caloric intake should be in a surplus and if your goal is to lose weight, your caloric intake should be in a deficit.",O O B-BAS O O O O O B-DER I-DER O O O O O O O O B-BAS O O O O O O B-DER I-DER O O O O O O 
208,Employee benefit is calculated by (working days in a year * salary * overtime) / vacation days. ,B-DER I-DER O O O O B-BAS I-BAS I-BAS I-BAS I-BAS O B-BAS O B-BAS O O B-BAS I-BAS O 
209,The interest rate is 0.04% if the customer is an enterprise.,O B-DER I-DER O O O O O B-BAS O O O O 
210,If you are a resident or employee in a residential care centre or if you work in a first line care occupation then you belong to the most vulnerable and exposed people and you will be vaccinated first.,O O O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O O O O O O O O O O O O O O B-DER I-DER O 
211,"When the customer doesn't have a premium card, however, the customer is a monthly subscriber, then the number of champaign bottles is 2.",O O B-BAS O O O O O O O O O O B-BAS O O O O O O O B-DER I-DER I-DER I-DER O O O 
212,"In case that the temperature of a person is above 37 degrees, then the permission to work is not granted.",O O O O B-BAS I-BAS I-BAS I-BAS O O O O O O O B-DER I-DER I-DER O O O O 
213,"If your visit or transit in the United Kingdom happened in the past 14 days, your PCR or a rapid antigen test must be negative on arrival at the airport.",O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O O O O O O O O B-DER I-DER I-DER I-DER I-DER I-DER O O O O O O O O O 
214,"For physical activity that is moderately intense, your target heart rate should be between 64% and 76% of your maximum heart rate, except for people aged 50 or older.",O B-BAS I-BAS O O O O O O B-DER I-DER I-DER O O O O O O O O O O O O O O O O B-BAS I-BAS O O O O 
215,"If your sleep level  is low, you have higher blood sugar levels and an increased risk for type 2 diabetes.",O O B-BAS I-BAS O O O O O O B-DER I-DER I-DER O O O B-DER I-DER I-DER I-DER I-DER O 
216,"In case the weather is bad, the ice cream car is closed.",O O O B-BAS O O O O B-DER I-DER I-DER O O O 
217,"If a shortness of breath or pain in the chest is a symptom you experience, your first priority is to seek medical attention at a health facility immediately.",O O B-BAS I-BAS I-BAS O B-BAS I-BAS I-BAS I-BAS O O O O O O O B-DER I-DER O O O O O O O O O O O 
218,"If your diet is a higher fat diet, the multiplier should be 0.5g/lb, and if your diet is a lower fat diet use 0.3g/lb.",O O B-BAS O O O O O O O B-DER O O O O O O O B-BAS O O O O O O O O 
219,"Unless your disease is Lou Gehrig's, your period of medicare benefits begins after you’ve received disability benefits for 24 months, else your period of Medicare benefits begins the first month you get disability benefits.",O O O O B-BAS I-BAS I-BAS O O B-DER I-DER I-DER I-DER O O O O O O O O O O O O O O B-DER I-DER I-DER I-DER O O O O O O O O O 
220,If your growth phase is adult your sleep window should be 7 to 9 hours and if your growth phase is teenager your sleep window should be 8 to 10 hours.,O O B-BAS I-BAS O O O B-DER I-DER O O O O O O O O O B-BAS I-BAS O O O B-DER I-DER O O O O O O O 
221,"In case of a crime that is a robbery, the type of defense is police troops are chosen as the defense, otherwise police corps.",O O O O B-BAS O O O O O O B-DER I-DER I-DER O O O O O O O O O O O O O 
222,"In case that the score is 5, the technical analysis was difficult and the estimated work time is less than 5 hours, then the service request is a bug.",O O O O B-BAS O O O O B-BAS I-BAS O O O O B-BAS I-BAS I-BAS O O O O O O O O B-DER I-DER O O O O 
223,If you have a fasting blood sugar level of 126 mg/dL (7.0 mmol/L) or higher the presence of type 1 diabetes is confirmed.,O O O O B-BAS I-BAS I-BAS I-BAS O O O O O O O O O B-DER I-DER I-DER I-DER I-DER I-DER O O O 
224,You can calculate your Total Daily Energy Expenditure (TDEE) which is equal to the Basic Metabolic Rate (BMR) + the Thermic Effect of Food (TEF) + the Non-Exercise Activity Thermogenesis (NEAT) + the Thermic Effect of Activities (TEA).,O O O O B-DER I-DER I-DER I-DER O O O O O O O O B-BAS I-BAS I-BAS O O O O O B-BAS I-BAS I-BAS I-BAS O O O O O B-BAS I-BAS I-BAS O O O O O B-BAS I-BAS I-BAS I-BAS O O O O 
225,"If your growth phase is in adulthood, your sleep window should last 7 to 9 hours and if your growth phase is teenager, your sleep window should be 8 to 10 hours.",O O B-BAS I-BAS O O O O O B-DER I-DER O O O O O O O O O B-BAS I-BAS O O O O B-DER I-DER O O O O O O O 
226,"If your drowsiness is taking the upperhand during the day, the risk for car accidents and injuries from other causes increases.",O O B-BAS O O O O O O O O O B-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER O O 
227,"The price charged is 600 euros if the customer phase is testing, and the customer's service request is a change request.",O B-DER I-DER O O O O O B-BAS I-BAS O O O O O B-BAS I-BAS I-BAS I-BAS O O O O O 
228,"The risk rating is medium if the financial situation is moderate, the customer's business is profitable, and the loan exceeds 1100 euro.",O B-DER I-DER O O O O B-BAS I-BAS O O O O B-BAS I-BAS I-BAS O O O O O B-BAS O O O O 
229,"Firstly, if your stress level is higher than usual, your focus on the workout will probably be low, and the risk of an injury increases.",O O O O B-BAS I-BAS O O O O O O B-DER I-DER I-DER I-DER O O O O O O O B-DER I-DER I-DER I-DER O O 
230,"If you have a premium card and your work at Deloitte, you get access to the lounge. ",O O O O O B-BAS O O B-BAS O O O O O B-DER I-DER I-DER I-DER O 
231,"However, when the person age is between 16 and 18, and that person was involved in a car accident, insurance cost amounts to 800 euros.",O O O O B-BAS I-BAS O O O O O O O O O O B-BAS I-BAS I-BAS I-BAS I-BAS O B-DER I-DER O O O O O 
232,"If your diet is a higher fat diet, the multiplier should be 0.5g/lb, and if your diet is lower fat diet, use 0.3g/lb.",O O B-BAS O O O O O O O B-DER O O O O O O O B-BAS O O O O O O O O 
233,"On the other hand, in case of rain on Tuesday, tomatoe sandwiches will be served. ",O O O O O O O O B-BAS O B-BAS O O B-DER O O O O 
234,Your basal metabolic rate is equal to 655 + (9.6 X weight in kg) + (1.8 x height in cm) – (4.7 x age in yrs).,O B-DER I-DER I-DER O O O O O O O O B-BAS O O O O O O O B-BAS O O O O O O O B-BAS O O O O 
235,"Otherwise, the score is B.",O O O B-DER O O O 
236,"As a result, the financement of dividend payments is generated from the residual or leftover equity only if all project capital requirements are met.",O O O O O B-DER I-DER I-DER I-DER O O O O O O O O O O B-BAS I-BAS I-BAS I-BAS O O O 
237,"If your stress level is high and your hormone level is not in a balance, the menstrual cycle can be affected.",O O B-BAS I-BAS O O O O B-BAS I-BAS O O O O O O O B-DER I-DER O O O O 
238,"The service request is a product change if the score is 10, the technical analysis was easy and the amount of hours needed is 9.",O B-DER I-DER O O O O O O B-BAS O O O O B-BAS I-BAS O O O O B-BAS I-BAS I-BAS I-BAS O O O 
239,"If your age is 40 and above, the time between screening mammograms should be one to two years.",O O B-BAS O O O O O O B-DER I-DER I-DER I-DER O O O O O O O 
240,"Further, if the day is Wednesday and it is rainy weather  on the other hand, fish sandwiches are required.",O O O O B-BAS O O O O O O B-BAS O O O O O O B-DER O O O 
241,"Generally, Medicare is available for people of 65 years old and older.",O O B-DER O O O B-BAS O O B-BAS I-BAS O O O 
242,Tuna sandwiches need to be served when the day is Thursday and the weather is sunny.,O B-DER O O O O O O B-BAS O O O O B-BAS O O O 
243,If you are at risk or there is an outbreak then you are eligible for a smallpoxvaccine.,O O O O B-BAS O O O O B-BAS O O O B-DER I-DER I-DER I-DER O 
244,"If your temperature is 28 °C, you have a high chance of a fever.",O O B-BAS O O O O O O O O B-DER I-DER I-DER I-DER O 
245,"For physical activity that is moderately intense, your target heart rate should be between 64% and 76% of your maximum heart rate.",O B-BAS I-BAS O O O O O O B-DER I-DER I-DER O O O O O O O O O O O O O O 
246,"A high price is charged in the previous case, if the damage is big.",O O B-DER O O O O O O O O O B-BAS O O O 
247,"On the other hand, if student commuting is not necessary or if the enrollement in a Belgian university is not confirmed, then the right of a permit is not granted.",O O O O O O B-BAS I-BAS O O O O O O B-BAS I-BAS I-BAS I-BAS I-BAS O O O O O O B-DER I-DER I-DER I-DER O O O O 
248,"It's very simple, when the student needs to commute and enrollement in a Belgian university is confirmed, then the right of a permit is granted.",O O O O O O O B-BAS I-BAS I-BAS I-BAS O B-BAS I-BAS I-BAS I-BAS I-BAS O O O O O B-DER I-DER I-DER I-DER O O O 
249,"If the employee has an anciennity of at least 3 years and an absence for less than 4 weeks during the year, the employee gets an anciennity premium. ",O O O O O B-BAS O O O O O O O B-BAS O O O O O O O O O O O O O O B-DER O 
250,You are at risk if you are in contact with a similar virus and you are a labworker.,O O O B-DER O O O O B-BAS I-BAS I-BAS I-BAS I-BAS O O O O B-BAS O 
251,A person's subscription is valid if the person's age is between 21 and 75.,O B-DER I-DER I-DER O O O O B-BAS I-BAS I-BAS O O O O O O 
252,"If your muscle tension is increasing, the likelihood of an injury will increase as well.",O O B-BAS I-BAS O O O O B-DER I-DER I-DER I-DER O O O O O 
253,"If the time to market (TTM) is long,  the amount of working capital should be high to ensure financial obligations can be met.",O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O O O O B-DER I-DER I-DER I-DER O O O O O O O O O O O 
254,"Your eligibility to work in the UK is taken into consideration, if your nationality is British or if your working period in the UK was before  31st Dec 2020.",O B-DER I-DER I-DER I-DER I-DER I-DER O O O O O O O B-BAS O O O O O B-BAS I-BAS I-BAS I-BAS I-BAS O O O O O O 
255,"Unless your age is 18, your gym membership is valid, else your gym membership is invalid.",O O B-BAS O O O O B-DER I-DER O O O O O B-DER I-DER O O O 
256,"However, your application will not be accepted, if your prior education includes training or employment with an european body.",O O O B-DER O O O O O O O B-BAS I-BAS O O O O O O O O O 
257,"The employee premium is a presence premium, if (s)he has an anciennity of at least 1 year and an absence of less than 2 weeks during the year.",O B-DER I-DER O O O O O O O O O O O O B-BAS O O O O O O O B-BAS O O O O O O O O O 
258,"For example, for jobs that include waitressing or manal effort, the NEAT is significantly greater than jobs uncluding office work.",O O O O B-BAS O O O O O O O O B-DER O O O O O O O O O 
259,"If the weather is sunny, the treat to be sold is ice cream, else waffles.",O O B-BAS O O O O B-DER I-DER I-DER I-DER O O O O O O O 
260,"If the day is Tuesday and the weather is rainy, herb sandwiches need to be prepared.",O O B-BAS O O O O B-BAS O O O O B-DER O O O O O 
261,Your credit score equals your outstanding credit divided by (amounts owned * payment history percentage).,O B-DER I-DER O O B-BAS I-BAS O O O B-BAS I-BAS O B-BAS I-BAS I-BAS O O 
262,"Whenever your time to finish is below 10 seconds, your prize is a gold medal, when your time to finish is over 10 seconds, your prize is a silver medal.",O O B-BAS I-BAS I-BAS O O O O O O B-DER O O O O O O O B-BAS I-BAS I-BAS O O O O O O B-DER O O O O O 
263,"If your level of chronic stress is high, your level of anxiety increases.",O O B-BAS I-BAS I-BAS I-BAS O O O O B-DER I-DER I-DER O O 
264,"For example, if it's Valentine's day the likelihood of romantic movie recommendations increases.",O O O O O O B-BAS I-BAS I-BAS O B-DER I-DER I-DER I-DER I-DER O O 
265,"In case that the score is 5, then the service request is a bug, otherwise the service request is a product change.",O O O O B-BAS O O O O O B-DER I-DER O O O O O O B-DER I-DER O O O O O 
266,The disinfection of supplies should always be performed in case that the origin is from another country.,O B-DER I-DER I-DER O O O O O O O O B-BAS O O O O O 
267,"For people that are 50 years old, the heart rate should remain between 109 and 129 bpm during physical activity.",O B-BAS O O O B-BAS I-BAS O O B-DER I-DER O O O O O O O O O O O 
268,"Whenever the day of the week is Monday, and the weather is rainy, sandwiches contain veggies.",O O B-BAS I-BAS I-BAS I-BAS O O O O O B-BAS O O O B-DER O O O 
269,"If it is winter or the rainy weather, the dinner will be served warm.",O O O B-BAS O O B-BAS I-BAS O O B-DER O O O O O 
270,"Whenever the day is sunny, the treat is icecream.",O O B-BAS O O O O B-DER O O O 
271,A medium risk level follows from a moderate financial situation. ,O O B-DER I-DER O O O O B-BAS I-BAS O 
272,"Unless your age is below 7 years, wearing a facemask is mandatory, else it is not mandatory.",O O B-BAS O O O O O B-DER I-DER I-DER O O O O O O O O O 
273,"If your time to finish is under 3 sec, your award is a gold medal, if your time to finish is under 5 seconds, your award is a silver medal.",O O B-BAS I-BAS I-BAS O O O O O O B-DER O O O O O O O B-BAS I-BAS I-BAS O O O O O O B-DER O O O O O 
274,"Whenever the day of the week is Monday, and the weather is rainy, vegetable sandwiches are to be made.",O O B-BAS I-BAS I-BAS I-BAS O O O O O B-BAS O O O O B-DER O O O O O 
275,"If the marks of the student are bad and the number of suspensions is 10, the student's file in the database is deleted.",O O B-BAS I-BAS I-BAS I-BAS O O O O B-BAS I-BAS I-BAS O O O O B-DER I-DER I-DER I-DER I-DER I-DER O O O 
276,"When the financial situation is good, the applicant risk rating is low.",O O B-BAS I-BAS O O O O B-DER I-DER I-DER O O O 
277,The eligibility for a scholarship is taken into account if the score is more than 3.0.,O B-DER I-DER I-DER I-DER O O O O O O B-BAS O O O O O 
278,"If the temperature is above 27 degrees, the food given to the employees is an icecream.",O O B-BAS O O O O O O B-DER I-DER I-DER I-DER I-DER O O O O 
279,A top-level Gold Member shopper receives a 25% discount .,O O O O B-BAS O O O O B-DER O 
280,"If your symptoms are suggestive of COVID-19, you need to wash your hands regularly.",O O B-BAS O O O O O O O O B-DER I-DER I-DER I-DER O 
281,"In case of a pandemic, tourism is not allowed.",O O O O B-BAS O B-DER O O O O 
282,The counting frequency of the inventory is three days whenever it is a holiday.,O B-DER I-DER I-DER I-DER I-DER O O O O O O O B-BAS O 
283,"So if your down payment is 20 percent or more, your chance of receiving a lower interest rate is high.",O O O B-BAS I-BAS O O O O O O O B-DER I-DER I-DER I-DER I-DER I-DER I-DER O O O 
284,"If your amount of sleep is below 6 hours, your libido will probably be lower than people who sleep 8 hours per day.",O O B-BAS I-BAS I-BAS O O O O O O B-DER O O O O O O O O O O O O O 
285,"When the order lays in between 200 units and 500 units, and the customer is a business, the discount is 10%.",O O B-BAS O O O O B-BAS O O O O O O B-BAS O O O O O B-DER O O O O 
286,"Further, the price charged is 150 euros, if the service request is a change request, and the customer phase equals development phase.",O O O B-DER I-DER O O O O O O B-BAS I-BAS O O O O O O O B-BAS I-BAS O O O O 
287,"For women, the basal metabolic rate is equal to 655 + (9.6 X weight in kg) + (1.8 x height in cm) – (4.7 x age in yrs).",O O O O B-DER I-DER I-DER O O O O O O O O B-BAS O O O O O O O B-BAS O O O O O O O B-BAS O O O O 
288,"If your sleep schedule is disrupted, your blood sugar levels will be higher than normal and the risk for type 2 diabetes will increase.",O O B-BAS I-BAS O O O O B-DER I-DER I-DER O O O O O O O B-DER I-DER I-DER I-DER I-DER O O O 
289,"If your tumor size is large, you should get chemotherapy before surgery to shrink a tumor.",O O B-BAS I-BAS O O O O O O B-DER O O O O O O O 
290,"If the presence of cancer in the lymph nodes is confirmed, the chance of finding cancer in any of the remaining lymph nodes is small and no other nodes need to be removed.",O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O O O O B-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER O O O O O O O O O O O 
291,An profitable company has a low credit risk and therefore also a low interest rate. ,O O B-BAS O O O B-DER I-DER O O O O O B-DER I-DER O 
292,"While your modus is sleeping, the production of protective substances, such as antibodies, by your immune system is high.",O O B-BAS O B-BAS O O B-DER I-DER I-DER I-DER O O O O O O O O O O O O 
293,The slope of a line is equal to y1 minus y0 divided by x1 minus x0.,O B-DER I-DER I-DER I-DER O O O B-BAS O B-BAS O O B-BAS O B-BAS O 
294,If the season is winter or the weather is rainy we will have a warm meal.,O O B-BAS O O O O B-BAS O O O O O O O B-DER O 
295,"In case you are a high performing employee, you get a bonus assigned. ",O O O O O O O B-BAS O O O O B-DER O O 
296,"Furthermore, to be accepted, the number of community languages (English, French or German) must be at least 1.",O O O B-DER I-DER O O B-BAS I-BAS I-BAS I-BAS O O O O O O O O O O O O O 
297,The timing of the package has priority in case that the customer price was 6 euro extra.,O B-DER I-DER I-DER I-DER O O O O O O B-BAS I-BAS O O O O O 
298,"If you are 65 years old, or if your disease is permanent kidney failure, Medicare is available for you.",O O O O B-BAS I-BAS O O O O B-BAS O O O O O B-DER I-DER I-DER O O O 
299,"If your body's stress level is higher than normal, the amount of glucose your liver produces is extra high to give you a boost of energy.",O O B-BAS I-BAS I-BAS I-BAS O O O O O O B-DER I-DER I-DER I-DER I-DER I-DER O O O O O O O O O O O 
300,"In case that a person's age is between 19 and 21, and was not involved in a car accident, car insurance costs 500 euros.",O O O O B-BAS I-BAS I-BAS O O O O O O O O O B-BAS I-BAS I-BAS I-BAS I-BAS O B-DER I-DER I-DER O O O 
301,"If your sleep level is too low, the chance of long-term health problems increases.",O O B-BAS I-BAS O O O O O B-DER I-DER I-DER I-DER I-DER O O 
302,"If you are a woman, your basal metabolic rate is equal to 655 + (9.6 X weight in kg) + (1.8 x height in cm) – (4.7 x age in yrs).",O O O O O O O B-DER I-DER I-DER O O O O O O O O B-BAS O O O O O O O B-BAS O O O O O O O B-BAS O O O O 
303,"If the order is above 5 units, the discount is 5%, otherwise the discount is 2%. ",O O B-BAS O O O O O O B-DER O O O O O O B-DER O O O O 
304,"If the weather is sunny, the activity is an outdoor poolparty and if the weather is rainy, the activity is a wellness day with friends. ",O O B-BAS O O O O B-DER O O O O O O O B-DER O O O O B-DER O O O O O O O 
305,Consumer surplus is the price consumers are willing to pay minus the price cosnumers pay.,B-DER I-DER O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O O B-BAS I-BAS I-BAS O 
306,"In general, if consumer credit scores are higher the interest rates are lower.",O O O O B-BAS I-BAS I-BAS O O O B-DER I-DER O O O 
307,"If the customer is in the testing phase, and the service request is a bug, then the cost should be 0 euros.",O O B-BAS O O O O O O O O B-BAS I-BAS O O O O O O B-DER O O O O O 
308,"If it 's Christmas, sell turkey.",O O O B-BAS O B-DER I-DER O 
309,"If your goal varies per year, your calorie intake should also vary per year.",O O B-BAS O O O O O B-DER I-DER O O O O O O 
310,"if weather is nice, plan picknick and if weather is rainy, plan film night.",O B-BAS O O O B-DER I-DER O O B-BAS O O O B-DER I-DER I-DER O 
311,"When the member is shopping as a guest, the standard list price is $99.99.",O O B-BAS O O O O O O O B-DER I-DER I-DER O O O O 
312,"A takeover of the president status by the vice president is in place if the president is not alive anymore or the president is resigning, or in case the president is temporarily incapacitated.",O B-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER O O O O O B-BAS O O O O O O B-BAS O O O O O O O B-BAS O O O O 
313,People are eligible if their age is between 21 and 75.,B-DER O O O O B-BAS O O O O O O 
314,"For women of 40 years old and over, a screening mammogram should be scheduled every one to two years.",O B-BAS O O B-BAS I-BAS O O O O B-DER I-DER O O O O O O O O O 
315,"If the employee has an anciennity of at least 3 years, the employee premium is equal to a productivity premium.",O O O O O B-BAS O O O O O O O B-DER I-DER O O O O O O O 
316,"A high rent is expected if the risk rating is high, else a base rent is asked. ",O O B-DER O O O O B-BAS I-BAS O O O O O O B-DER O O O 
317,"If you know your weight, height and age, your basal metabolic rate is equal to 655 + (9.6 X weight in kg) + (1.8 x height in cm) – (4.7 x age in yrs).",O O O O O O O O O O O B-DER I-DER I-DER O O O O O O O O B-BAS O O O O O O O B-BAS O O O O O O O B-BAS O O O O 
318,"Unless you are a top member, you ar not allowed to the vip room. ",O O O O O B-BAS O O O O B-DER I-DER I-DER I-DER I-DER I-DER 
