,sentence,tags
154,"When the order exceeds 200 units and the customer is a business, a discount of 10% applies.",O O B-BAS O O O O O B-BAS O O O O O B-DER O O O O O 
155,"The last group to be vaccinated, the third group consists of the broader population of people above the age of 18.",O O O O O B-DER O O O O O O O O O O O O O B-BAS O O O 
156,"If the number of people you live with is 0 and the number of childs who are in your minor care is at least 1, your status will be deemed as having a dependent family and your integration income will be € 1,270.51 per month.",O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O O O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O O O O O O B-DER O O O O O O O O O O B-DER I-DER O O O O O O O 
157,"The discount is 10% whenever the order exceeds 10 units, time of the week is weekend and the customer number is 5.",O B-DER O O O O O B-BAS O O O O B-BAS I-BAS I-BAS I-BAS O O O O B-BAS I-BAS O O O 
158,"In order to decide on the routing of an application, the eligibility and application risk are determined.",O O O O O O B-DER I-DER I-DER I-DER O O B-BAS O B-BAS I-BAS O O O 
159,"If the employee has an anciennity of at least 1 year and an absence for less than 2 weeks during the year, the employee gets  a presence premium. ",O O O O O B-BAS O O O O O O O B-BAS O O O O O O O O O O O O O O B-DER O 
160,"This shows that if physical activity is moderately intense and age is 50, the heart rate should stay between 109 and 129 bpm during physical activity.",O O O O B-BAS I-BAS O O O O B-BAS O O O O B-DER I-DER O O O O O O O O O O O 
161,"If your diet is a higher fat diet, the multiplier should be 0.5g/lb, and if your diet is a lower fat diet use 0.3g/lb.",O O B-BAS O O O O O O O B-DER O O O O O O O B-BAS O O O O O O O O 
162,"When the member is shopping as a guest, the standard list price is $99.99.",O O B-BAS O O O O O O O B-DER I-DER I-DER O O O O 
163,"Whenever the day of the week is Monday, and the weather is rainy, sandwiches contain veggies.",O O B-BAS I-BAS I-BAS I-BAS O O O O O B-BAS O O O B-DER O O O 
164,"In case that a person's age is between 19 and 21, and was not involved in a car accident, car insurance costs 500 euros.",O O O O B-BAS I-BAS I-BAS O O O O O O O O O B-BAS I-BAS I-BAS I-BAS I-BAS O B-DER I-DER I-DER O O O 
165,"If a person is 25 years old, his entrace to the park is permitted.",O O B-BAS O O B-BAS I-BAS O O B-DER I-DER I-DER I-DER O O O 
166,"credit points, which is determined by the number of contact hours, assessments, and hours for personal study related to the course.",B-DER I-DER O O O O O O B-BAS I-BAS I-BAS I-BAS O B-BAS O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O 
167,"In case that the customer phase is in the maintenance phase, the price charged should be 50 euros.",O O O O B-BAS I-BAS O O O O O O O B-DER I-DER O O O O O 
168,"If your sleep level is below average for a longer period of time, your mood will be affected and the risk of axiety or depression increases.",O O B-BAS I-BAS O O O O O O O O O O O B-DER O O O O O B-DER I-DER I-DER I-DER I-DER O O 
169,"If chronic sleep deprivation is something that you are suffering from, your mood can be affected and the risk of anxiety increases.",O B-BAS I-BAS I-BAS O O O O O O O O O B-DER O O O O O B-DER I-DER I-DER O O 
170,To calculate the auto premium we first need to calculate the car style premium and the rating.,O O O B-DER I-DER O O O O O O B-BAS I-BAS I-BAS O O B-BAS O 
171,"If the company policy is in the form of a stable dividend policy, the dividend payout frequency should be yearly, regardless of earnings fluctuations.",O O B-BAS I-BAS O O O O O O O O O O O B-DER I-DER I-DER O O O O O O O O O 
172,"In case of a pandemic, tourism is not allowed.",O O O O B-BAS O B-DER O O O O 
173,If your interest is in design your selection of masters should be in architecture and if your interest is in economics your selection of masters should be in business engineering.,O O B-BAS O O O O B-DER I-DER I-DER O O O O O O O B-BAS O O O O B-DER I-DER I-DER O O O O O O 
174,"For women between 40 and 50 years old, the chance of a menopauze is high.",O B-BAS O O O O B-BAS I-BAS O O B-DER I-DER I-DER I-DER O O O 
175,"Your credit history is captured throughout the years, it plays a key role in a lender's decision to offer you credit.",O B-BAS I-BAS O O O O O O O O O O O O O B-DER I-DER I-DER I-DER I-DER I-DER I-DER O 
176,"The stock level is in the red zone, whenever the amount of units is less than 99.",O B-DER I-DER O O O O O O O O B-DER I-DER I-DER O O O O O 
177,"If the marks of the student are bad and the number of suspensions is 10, the student's file in the database is deleted.",O O B-BAS I-BAS I-BAS I-BAS O O O O B-BAS I-BAS I-BAS O O O O B-DER I-DER I-DER I-DER I-DER I-DER O O O 
178,The number of mails to be send should be two if the type of service the customer has paid for is a premium service.,O B-DER I-DER I-DER I-DER I-DER I-DER O O O O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O O O O O 
179,"Determine the reputation of a seller on eBay by looking at their seller rating, feedback score, and the number of items they've sold.",O O B-DER I-DER I-DER I-DER I-DER I-DER O O O O B-BAS I-BAS O B-BAS I-BAS O O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O 
180,"If your symptom is sickness your travel eligibility is not approved, unless you have a negative Covid-test. ",O O B-BAS O O O B-DER I-DER O O O O O O O O O B-BAS O 
181,"sport we play today, which determines the burned calories. ",B-BAS I-BAS I-BAS I-BAS O O O O B-DER I-DER O 
182,"Perceived exertion is based on the physical sensations a person experiences during physical activity, including increased heart rate, increased respiration or breathing rate, increased sweating, and muscle fatigue. ",B-DER I-DER O O O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O O B-BAS I-BAS I-BAS O B-BAS I-BAS I-BAS I-BAS I-BAS O B-BAS I-BAS O O B-BAS I-BAS O 
183,The weather is determined by the season and the movie recommendation is determined by the period of the year.,O B-DER O O O O B-BAS O O B-DER I-DER O O O O B-BAS I-BAS I-BAS I-BAS O 
184,Access to a phone is granted if the employee's day is an oboarding day.,B-DER I-DER I-DER I-DER O O O O B-BAS I-BAS I-BAS O O O O O 
185,"Unless your country is in the list, your eligibility to work in the UK is valid, else the application for a Visa is required.",O O B-BAS O O O O O O B-DER I-DER I-DER I-DER I-DER I-DER O O O O O B-DER I-DER I-DER I-DER O O O 
186,"This includes the wages paid to labor, the rent earned by land, the return on capital in the form of interest, and the entrepreneur’s profits.",O O O B-BAS I-BAS I-BAS I-BAS O O B-BAS I-BAS I-BAS I-BAS O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O O O B-BAS I-BAS I-BAS I-BAS O 
187,"If your residential form is cohousing, your status is regarded as cohabitating and your integration income will be € 626.74 per month.",O O B-BAS I-BAS O O O O B-DER O O O O O O B-DER I-DER O O O O O O O 
188,You can calculate your Total Daily Energy Expenditure (TDEE) which is equal to the Basic Metabolic Rate (BMR) + the Thermic Effect of Food (TEF) + the Non-Exercise Activity Thermogenesis (NEAT) + the Thermic Effect of Activities (TEA).,O O O O B-DER I-DER I-DER I-DER O O O O O O O O B-BAS I-BAS I-BAS O O O O O B-BAS I-BAS I-BAS I-BAS O O O O O B-BAS I-BAS I-BAS O O O O O B-BAS I-BAS I-BAS I-BAS O O O O 
189,A promotion should be given if it is a week day.,O B-DER O O O O O O O B-BAS I-BAS O 
190,"To decide which students are invited for the interview process, we consider your educational background, your professional experience and your international exposure, as well as your essays and recommendation letters.",O O B-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER O O O O B-BAS I-BAS O O B-BAS I-BAS O O B-BAS I-BAS O O O O O B-BAS O B-BAS I-BAS O 
191,"Physical fitness score is calculated from the sex of a patient and results of various tests such as strength test, coordination test, agility test, stamina test and speed test.",B-DER I-DER I-DER O O O O B-BAS I-BAS I-BAS I-BAS O O O O O O O B-BAS I-BAS O B-BAS I-BAS O B-BAS I-BAS O B-BAS I-BAS O B-BAS I-BAS O 
192,You get a 10% discount when you are a premium customer. ,O O O O O B-DER O O O O O B-BAS O 
193,"Issues eligible for consideration consist of; the financial history of the client, the timeliness of payments, the amount of income generated by the client, and the potential of similar businesses in the same location.",B-DER I-DER I-DER I-DER O O O O B-BAS I-BAS I-BAS I-BAS I-BAS O O B-BAS I-BAS I-BAS O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O 
194,"If the day is Tuesday and the weather is rainy, sandwiches contain herbs, unless it is a holiday.",O O B-BAS O O O O B-BAS O O O B-DER O O O O O O O B-BAS O 
195,"If your visit or transit in the United Kingdom happened in the past 14 days, your PCR or a rapid antigen test must be negative on arrival at the airport.",O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O O O O O O O O B-DER I-DER I-DER I-DER I-DER I-DER O O O O O O O O O 
196,"The end of the year premium can consist of a combination of the following premiums: the anciennity premium, the presence premium, the productivity premium.",O B-DER I-DER I-DER I-DER I-DER O O O O O O O O O O O B-BAS I-BAS O O B-BAS I-BAS O O B-BAS I-BAS O 
197,The discount is 10% whenever the order amount exceeds 10.,O B-DER O O O O O B-BAS I-BAS O O O 
198,"The availability of the requested car group (AsRequested), and if an update group is available (Upgrade) define the availability of a vehicle.",O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O O O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O O B-DER I-DER I-DER I-DER O 
199,"If symptoms are not present but close contact with someone who may be infected happened 2 days ago, the risk of being infected is high.",O B-BAS O O O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O O O O O O B-DER I-DER I-DER I-DER O O O 
200,"The end of year premium is influenced by (a combination of) the following premiums: the anciennity premium, the presence premium, the productivity premium.",O B-DER I-DER I-DER I-DER O O O O O O O O O O O O O B-BAS I-BAS O O B-BAS I-BAS O O B-BAS I-BAS O 
201,A farmer’s loan file is determined by the most appropriate loan terms and conditions.,O B-DER I-DER I-DER I-DER I-DER O O O O B-BAS I-BAS I-BAS I-BAS O B-BAS O 
202,If you have a fasting blood sugar level of 126 mg/dL (7.0 mmol/L) or higher the presence of type 1 diabetes is confirmed.,O O O O B-BAS I-BAS I-BAS I-BAS O O O O O O O O O B-DER I-DER I-DER I-DER I-DER I-DER O O O 
203,Your fat mass is equal to your total body mass minus your musle mass.,O B-DER I-DER O O O O B-BAS I-BAS I-BAS O O B-BAS I-BAS O 
204,"A loan application is approved in two situations: (i) if the applicant’s loan risk assessment is approved, and (ii) if the appraisal of the property is granted.",O B-DER I-DER O O O O O O O O O O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O O O O O O O O O B-BAS I-BAS I-BAS I-BAS O O O 
205,"Unless you are a top member, you ar not allowed to the vip room. ",O O O O O B-BAS O O O O B-DER I-DER I-DER I-DER I-DER I-DER 
206,A low applicant risk rating follows from a good financial situation. ,O O B-DER I-DER I-DER O O O O B-BAS I-BAS O 
207,"The overall quality of life influences the person's health status, which defines a person's happiness. ",O B-BAS I-BAS I-BAS I-BAS O O B-DER I-DER I-DER I-DER O O O O B-DER I-DER I-DER O 
208,The disinfection of supplies should always be performed in case that the origin is from another country.,O B-DER I-DER I-DER O O O O O O O O B-BAS O O O O O 
209,"The approval decision of an unemployment benefit is based on one or more of the following criteria: the citizen’s nationality, the employment period, the employment type, the validation of the ID card, the physical test result, and also the health condition of the applicant.",O B-DER I-DER I-DER I-DER I-DER I-DER O O O O O O O O O O O O B-BAS I-BAS I-BAS I-BAS O O B-BAS I-BAS O O B-BAS I-BAS O O B-BAS I-BAS I-BAS I-BAS I-BAS O O B-BAS I-BAS I-BAS O O O O B-BAS I-BAS I-BAS I-BAS I-BAS O 
210,"It's very simple, when the student needs to commute and enrollement in a Belgian university is confirmed, then the right of a permit is granted.",O O O O O O O B-BAS I-BAS I-BAS I-BAS O B-BAS I-BAS I-BAS I-BAS I-BAS O O O O O B-DER I-DER I-DER I-DER O O O 
211,"Whenever it is sunny weather and weekend, we will organize a barbecue. ",O O O O B-BAS O B-BAS O O O B-DER I-DER I-DER O 
212,"The pre-selection decision for an internship at the European commision is based on your university degree, languages and prior employment.",O B-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER O O O O B-BAS I-BAS O B-BAS O B-BAS I-BAS O 
213,The customer discount is 4% and otherwise 9% when the order exceeds 10 units.,O B-DER I-DER O O O O O O O O O B-BAS O O O O 
214,"If your sleep level is too low, the chance of long-term health problems increases.",O O B-BAS I-BAS O O O O O B-DER I-DER I-DER I-DER I-DER O O 
215,The permission to sell drinks is not granted when the time is between 2 and 7 AM.,O B-DER I-DER I-DER I-DER O O O O O B-BAS O O O O O O O 
216,"If a shortness of breath or pain in the chest is a symptom you experience, your first priority is to seek medical attention at a health facility immediately.",O O B-BAS I-BAS I-BAS O B-BAS I-BAS I-BAS I-BAS O O O O O O O B-DER I-DER O O O O O O O O O O O 
217,The product to be manufactured defines the supplier of raw materials. ,O B-BAS I-BAS I-BAS I-BAS O O B-DER I-DER I-DER I-DER O 
218,"The computer repair costs should 0 if the customer has a special status, else the costs should 10€.",O B-DER I-DER I-DER O O O O B-BAS O O O O O O O B-DER O O O 
219,"The ""Per Item"" cost depends on the specifications of the purchased items, such as quantity of items, the weight, or volume (referred to as the dimensional weight) of each package.",O B-DER I-DER I-DER I-DER I-DER O O O O O O O O O O O B-BAS I-BAS I-BAS O O B-BAS O O B-BAS O O O O O O O O O O O O 
220,Sleep deprivation causes you to feel more impatient or prone to mood swings.,B-BAS I-BAS O O O B-DER I-DER I-DER O B-DER I-DER I-DER I-DER O 
221,The period in which a person will get vaccinated depends on the number of available doses and the person’s assigned group.,O B-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER O O O B-BAS I-BAS I-BAS I-BAS O O B-BAS I-BAS I-BAS I-BAS I-BAS O 
222,Your basal metabolic rate is equal to 655 + (9.6 X weight in kg) + (1.8 x height in cm) – (4.7 x age in yrs).,O B-DER I-DER I-DER O O O O O O O O B-BAS O O O O O O O B-BAS O O O O O O O B-BAS O O O O 
223,"The price charged is 0 in the previous case, if the service request is a bug.",O B-DER I-DER O O O O O O O O O B-BAS I-BAS O O O O 
224,"In order to assess the credit health of the borrower, the lender requests credit reports from credit agencies.",O O O O O B-DER I-DER I-DER I-DER I-DER O O O O B-BAS I-BAS O O O O 
225,"The amount of water that a plant needs is influenced by the plant's size, environment, and origin.",O B-DER I-DER I-DER I-DER I-DER I-DER I-DER O O O O B-BAS I-BAS I-BAS O B-BAS O O B-BAS O 
226,weather which is determined by the season. ,B-DER O O O O O B-BAS O 
227,"This change of your nipple can be influenced by quick and temporary changes, hormonal fluctuations, and even age.",O B-DER I-DER I-DER I-DER O O O O B-BAS I-BAS I-BAS I-BAS O B-BAS I-BAS O O O B-BAS O 
228,"The lender’s human capital consists of education, banking experience, lending experience and exposure to SME loans.",O B-DER I-DER I-DER I-DER I-DER O O B-BAS O B-BAS I-BAS O B-BAS I-BAS O B-BAS I-BAS I-BAS I-BAS O 
229,"For people that are 50 years old, the heart rate should remain between 109 and 129 bpm during physical activity.",O B-BAS O O O B-BAS I-BAS O O B-DER I-DER O O O O O O O O O O O 
230,"If your goal is to grow muscle your caloric intake should be in a surplus and if your goal is to lose weight, your caloric intake should be in a deficit.",O O B-BAS O O O O O B-DER I-DER O O O O O O O O B-BAS O O O O O O B-DER I-DER O O O O O O 
231,If your prior education includes training or employment with an european body your chance of acceptance is low.,O O B-BAS I-BAS O O O O O O O O O B-DER I-DER I-DER O O O 
232,"Real estate valuation is often based on strategies that are similar to equity analysis,such as the discounted NOI and gross income multiplier approach.",B-DER I-DER I-DER O O O O O O O O O O O O O O O B-BAS I-BAS O B-BAS I-BAS I-BAS I-BAS O 
233,"If your symptoms are suggestive of COVID-19, you need to wash your hands regularly.",O O B-BAS O O O O O O O O B-DER I-DER I-DER I-DER O 
234,"For physical activity of moderte intensity, your target heart rate should be between 64% and 76% of your maximum heart rate, except if your age is 50 or above.",O B-BAS I-BAS O O O O O B-DER I-DER I-DER O O O O O O O O O O O O O O O O O B-BAS O O O O O 
235,"Moreover, if a down payment is larger the interest rate will be lower.",O O O O B-BAS I-BAS O O O B-DER I-DER O O O O 
236,The drink tonight is determined by two factors: the meal of the evening and the age of the guests.,O B-DER I-DER O O O O O O O B-BAS I-BAS I-BAS I-BAS O O B-BAS I-BAS I-BAS I-BAS O 
237,"The only case where the price charged for a bug is more than 0, is when the customer phase is maintenance.",O O O O O B-DER I-DER I-DER I-DER I-DER O O O O O O O O B-BAS I-BAS O O O 
238,"Deciding on your future job depends on your goals, your university degree and your field of interest.",O O O B-DER I-DER O O O B-BAS O O B-BAS I-BAS O O B-BAS I-BAS I-BAS O 
239,To decide on what we drink tonight we first want to know what we will have for dinner and how old the guests are. ,O O O B-DER I-DER I-DER I-DER O O O O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O B-BAS I-BAS I-BAS I-BAS I-BAS O 
240,"For women of 40 years old and over, a screening mammogram should be scheduled every one to two years.",O B-BAS O O B-BAS I-BAS O O O O B-DER I-DER O O O O O O O O O 
241,The multiplier should be 0.5g/lb (if your diet is low fat) or 0.3g/lb (if your diet is high carb).,O B-DER O O O O O O B-BAS O O O O O O O O O B-BAS O O O O O 
242,The interest rate is 0.04% if the customer is an enterprise.,O B-DER I-DER O O O O O B-BAS O O O O 
243,"If the physical inventory of a business is large, for example, the amount of working capital should be high to run smoothly.",O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O O O O O B-DER I-DER I-DER I-DER O O O O O O O 
244,"When your number of exposures to a person with COVID-19 is higher than 1,  your eligibility for travel is not approved, else your eligibility for travel is approved.",O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O O O O O O B-DER I-DER I-DER O O O O O O B-DER I-DER I-DER O O O 
245,If your employment status is self-employed the amount of the benefit is a flat-rate weekly amount.,O O B-BAS I-BAS O O O B-DER I-DER I-DER I-DER O O B-BAS I-BAS I-BAS O 
246,The counting frequency of the inventory is three days whenever it is a holiday.,O B-DER I-DER I-DER I-DER I-DER O O O O O O O B-BAS O 
247,There is a young driver premium (if age < 25) and a senior premium (if age > 65). ,O O O O O B-DER O O B-BAS O O O O O O B-DER O O B-BAS O O O O 
248,"If a child’s blood sugar level is 200 milligrams per deciliter (mg/dL), or 11.1 millimoles per liter (mmol/L), or higher the presence of diabetes is confirmed. ",O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O O O O O O O O O O O O O O O O O O O O O B-DER I-DER I-DER O O O 
249,"Each member of the jury will assign a score, by fully reviewing your application, including your essays, your letters of recommendation and the notes taken by our interviewers.",O O O O O O O O B-DER O O O O O B-BAS O O O B-BAS O O B-BAS I-BAS I-BAS O O B-BAS I-BAS I-BAS I-BAS I-BAS O 
250,"If your stress level is high and your hormone level is not in a balance, the menstrual cycle can be affected.",O O B-BAS I-BAS O O O O B-BAS I-BAS O O O O O O O B-DER I-DER O O O O 
251,A doctor is able to generate an idea of what may be causing a patient’s symptoms by evaluating the patient’s medical history and performing a physical examination.,O O O O O O O O O B-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER O O O O O O B-BAS I-BAS O O O B-BAS I-BAS O 
252,"If your amount of sleep is below 6 hours, both your short- and long-term memory will be affected.",O O B-BAS I-BAS I-BAS O O O O O O O B-DER I-DER I-DER I-DER O O O O 
253,"The total shipping cost is calculated by adding a base ""Per Shipment"" cost and various ""Per Item"" costs.",O B-DER I-DER I-DER O O O O O O B-BAS I-BAS I-BAS I-BAS I-BAS O O B-BAS I-BAS I-BAS I-BAS I-BAS O 
254,The risk for heart disease is significantly influenced by your age.,O B-DER I-DER I-DER I-DER O O O O O B-BAS O 
255,"However, your application will not be accepted, if your prior education includes training or employment with an european body.",O O O B-DER O O O O O O O B-BAS I-BAS O O O O O O O O O 
256,"If your diet is a higher fat diet, the multiplier should be 0.5g/lb, and if your diet is lower fat diet, use 0.3g/lb.",O O B-BAS O O O O O O O B-DER O O O O O O O B-BAS O O O O O O O O 
257,"If your child is preschool-aged (ages 3 through 5 years), his activity level should be moderate to high throughout the day for growth and development.",O O B-BAS O O O O O O O O O O O B-DER I-DER O O O O O O O O O O O O O 
258,"Unless your goal is to gain muscle, the recommended caloric intake should be no more than 1900, else your caloric intake should be in around 2100 kcal.",O O B-BAS O O O O O O O B-DER I-DER O O O O O O O O O B-DER I-DER O O O O O O O 
259,"To decide whether a client is eligible for credit, the health risk, the financial risk, and the employment of the client need to be evaluated.",O O B-DER I-DER I-DER I-DER I-DER I-DER I-DER O O B-BAS I-BAS O O B-BAS I-BAS O O O B-BAS I-BAS I-BAS I-BAS O O O O O 
260,"Firstly, if the person age is in between 16 and 18, and the person was not involved in a car accident in the past, insurance cost is 600 Euros.",O O O O B-BAS I-BAS O O O O O O O O O O O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O B-DER I-DER O O O O 
261,"Your doctor determines your breast cancer treatment options based on your type of breast cancer, its stage and grade, size, and whether the cancer cells are sensitive to hormones.",O O O O B-DER I-DER I-DER I-DER O O O B-BAS I-BAS I-BAS I-BAS O O B-BAS I-BAS I-BAS O B-BAS O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O 
262,"Unless your disease is Lou Gehrig's, your period of medicare benefits begins after you’ve received disability benefits for 24 months, else your period of Medicare benefits begins the first month you get disability benefits.",O O O O B-BAS I-BAS I-BAS O O B-DER I-DER I-DER I-DER O O O O O O O O O O O O O O B-DER I-DER I-DER I-DER O O O O O O O O O 
263,"When distance is given in meter and time in seconds, velocity in m/s is traveled distance over expired time. ",O B-DER O O O O O B-BAS O O O B-DER O O O B-BAS I-BAS O B-BAS I-BAS O 
264,"In case that the score is 5, the technical analysis was difficult and the estimated work time is less than 5 hours, then the service request is a bug.",O O O O B-BAS O O O O B-BAS I-BAS O O O O B-BAS I-BAS I-BAS O O O O O O O O B-DER I-DER O O O O 
265,"A takeover of the president status by the vice president is in place if the president is not alive anymore or the president is resigning, or in case the president is temporarily incapacitated.",O B-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER O O O O O B-BAS O O O O O O B-BAS O O O O O O O B-BAS O O O O 
266,"In order to decide on the approval of a loan for a SME, both the borrower’s attributes and the lender’s human capital are taken into account.",O O O O O O B-DER I-DER I-DER I-DER I-DER I-DER I-DER O O O B-BAS I-BAS I-BAS I-BAS O O B-BAS I-BAS I-BAS I-BAS I-BAS O O O O O 
267,Your traveled distance is your average velocity * the expired time. ,O B-DER I-DER O O B-BAS I-BAS O O B-BAS I-BAS O 
268,"What jobs am I eligible for, this will depend on the individual employer, the type of role, and your relevant skills and experience.",B-DER I-DER I-DER I-DER I-DER I-DER O O O O O O B-BAS I-BAS O O B-BAS I-BAS I-BAS O O O B-BAS I-BAS I-BAS I-BAS O 
269,"Moving on to the second group, if you are older than 65 of age, or if you are between 45 and 65 of age with an increased medical risk due to healthcare issues, you will get vaccinated next.",O O O O O O O O O O O O O O B-BAS O O O O O O O O O O B-BAS O O O B-BAS I-BAS O O O O O O O O B-DER I-DER O 
270,"If the order amount is above 5 units, the first number of the customer is 0 and the day is Tuesday, then the discount is 5%.",O O B-BAS I-BAS O O O O O O B-BAS I-BAS I-BAS I-BAS I-BAS O O O O B-BAS O O O O O B-DER O O O O 
271,This is an important statistic that indicates whether an economy is growing or contracting.,O O O O O O O B-DER I-DER I-DER I-DER I-DER I-DER I-DER O 
272,"If the number is higher, the experience is better.",O O B-BAS O O O O B-DER O O O 
273,"People with health conditions such as high blood pressure, unhealthy cholesterol levels, or obesity experience a higher risk of heart disease.",O O O O O O O B-BAS I-BAS O O B-BAS I-BAS O O B-BAS O O O B-DER I-DER I-DER I-DER O 
274,Basal metabolic rate refers to the number of calories your body burns each day to keep you alive.,B-DER I-DER I-DER O O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O 
275,"Whenever the day of the week is Monday, and the weather is rainy, vegetable sandwiches are to be made.",O O B-BAS I-BAS I-BAS I-BAS O O O O O B-BAS O O O O B-DER O O O O O 
276,The dividend payout amount is typically determined through forecasting long-term earnings and calculating a percentage of earnings to be paid out.,O B-DER I-DER I-DER O O O O B-BAS I-BAS I-BAS O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O 
277,"For example, for a 35-year-old person, the estimated maximum age-related heart rate would be calculated as 220 – 35 years = 185 beats per minute (bpm).",O O O O O O O O O B-DER I-DER I-DER I-DER I-DER O O O O O O O B-BAS O O O O O O O O O 
278,"When the financial situation is good, the income of customer is positive and the loan is less than 1000 euro, the applicant risk rating is low.",O O B-BAS I-BAS O O O O B-BAS I-BAS I-BAS O O O O B-BAS O O O O O O O B-DER I-DER I-DER O O O 
279,"The borrower’s attributes consist of the relationship with the bank, firm size, value of collateral, related business experience, and share of investment.",O B-DER I-DER I-DER I-DER O O O B-BAS I-BAS I-BAS I-BAS O B-BAS I-BAS O B-BAS I-BAS I-BAS O B-BAS I-BAS I-BAS O O B-BAS I-BAS I-BAS O 
280,An employee bonus is granted when the sales quota are reached.,O B-DER I-DER O O O O B-BAS I-BAS O O O 
281,The availability of a vehicle is true if the requested car group is available (AsRequested) or if an update group is available (Upgrade). ,O B-DER I-DER I-DER I-DER O O O O B-BAS I-BAS I-BAS O O O O O O O O B-BAS I-BAS O O O O O O 
282,Investors watch GDP to get a sense of where the economy may be headed in the weeks ahead.,O O B-BAS O O O O O B-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER O 
283,"Second, the financial risk is based on the salary of the client and whether the client is a homeowner or not.",O O O B-DER I-DER O O O O B-BAS I-BAS I-BAS I-BAS O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O O O 
284,"In the following fragment, car insurance cost will be specified depending on the person's age and whether the person was involved in an accident in the past.",O O O O O B-DER I-DER I-DER O O O O O O B-BAS I-BAS I-BAS O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O 
285,If you are a resident or employee in a residential care centre or if you work in a first line care occupation then you belong to the most vulnerable and exposed people and you will be vaccinated first.,O O O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O O O O O O O O O O O O O O B-DER I-DER O 
286,Physical and psychological tests define the health condition. ,B-BAS O B-BAS I-BAS O O B-DER I-DER O 
287,"The GDP calculation includes all of the factors of production that make up an economy, it includes the wages paid to labor, the rent earned by land, the return on capital in the form of interest, and the entrepreneur’s profits.",O B-DER I-DER O O O O O O O O O O O O O O O O B-BAS I-BAS I-BAS I-BAS O O B-BAS I-BAS I-BAS I-BAS O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O O O B-BAS I-BAS I-BAS I-BAS O 
288,"Whenever your time to finish is below 10 seconds, your prize is a gold medal, when your time to finish is over 10 seconds, your prize is a silver medal.",O O B-BAS I-BAS I-BAS O O O O O O B-DER O O O O O O O B-BAS I-BAS I-BAS O O O O O O B-DER O O O O O 
289,While your stress is above average your ability to fall asleep and stay asleep is low.,O O B-BAS O O O O B-DER I-DER I-DER I-DER I-DER I-DER I-DER O O O 
290,"The unit price, the number of units purchased, and the discount policy influence the total price.",O B-BAS I-BAS O O B-BAS I-BAS I-BAS I-BAS O O O B-BAS I-BAS O O B-DER I-DER O 
291,"For physical activity that is moderately intense, your target heart rate should be between 64% and 76% of your maximum heart rate, except for people aged 50 or older.",O B-BAS I-BAS O O O O O O B-DER I-DER I-DER O O O O O O O O O O O O O O O O B-BAS I-BAS O O O O 
292,"If the person is between 19 and 30 years old, then the insurance cost is 100 euro per year.",O O B-BAS O O O O O B-BAS I-BAS O O O B-DER I-DER O O O O O O 
293,Employee benefit is calculated by (working days in a year * salary * overtime) / vacation days. ,B-DER I-DER O O O O B-BAS I-BAS I-BAS I-BAS I-BAS O B-BAS O B-BAS O O B-BAS I-BAS O 
